FCODE,atoll,islandName,capital,islandNa_1,longitude,latitude,Area_ha,category,Sector,Usage,PrimAgency
LD0768,Gaafu Dhaalu,Viligillaa,N,ވިލިގިއްލާ,"73° 7' 46.855"" E","0° 13' 46.458"" N",11.227801,Uninhabited Island, , ,Council
LD0207,Gaafu Dhaalu,Filaarataa,N,ފިލާރަޓާ,"73° 2' 20.005"" E","0° 18' 0.749"" N",0.992786,Uninhabited Island, , , 
LD1195,Gaafu Dhaalu,Bodehuttaa,N,ބޮޑެހުއްޓާ,"73° 2' 25.750"" E","0° 17' 57.301"" N",1.60538,Uninhabited Island, , ,Council
LD0748,Gaafu Dhaalu,Kudhe-ehivakaa,N,ކުދެއެހިވަކާ,"73° 3' 25.615"" E","0° 17' 8.469"" N",6.281379,Uninhabited Island, , ,MoFMRA
LD0365,Gaafu Dhaalu,Haveyyerataa,N,ހަވެއްޔެރަޓާ,"73° 3' 31.026"" E","0° 17' 3.253"" N",0.670133,Uninhabited Island, , , 
LD0775,Gaafu Dhaalu,Fonehigillaa,N,ފޮނެހިގިއްލާ,"73° 3' 36.214"" E","0° 17' 0.024"" N",8.124939,Uninhabited Island, , , 
LD1174,Gaafu Dhaalu,Kudhebeeraahuttaa,N,ކުދެބީރާހުއްޓާ,"73° 3' 41.843"" E","0° 16' 56.569"" N",0.268522,Uninhabited Island, , ,MoFMRA
LD0339,Gaafu Dhaalu,Badefodiyaa,N,ބަޑެފޮޑިޔާ,"73° 3' 37.695"" E","0° 16' 52.821"" N",2.657242,Uninhabited Island, , , 
LD0100,Gaafu Dhaalu,Beeraahuttaa,N,ބީރާހުއްޓާ,"73° 3' 38.552"" E","0° 16' 49.384"" N",1.07244,Uninhabited Island, , ,MoFMRA
LD0329,Gaafu Dhaalu,Athihuttaa,N,އަތިހުއްޓާ,"73° 3' 45.902"" E","0° 16' 47.804"" N",11.12492,Uninhabited Island, , ,MoFMRA
LD0930,Gaafu Dhaalu,Oinigillaa,N,އޮއިނިގިއްލާ,"73° 3' 53.082"" E","0° 16' 32.327"" N",14.473374,Uninhabited Island,Agriculture, ,MoFMRA
LD1090,Gaafu Dhaalu,Aakirahuttaa,N,އާކިރަހުއްޓާ,"73° 7' 40.790"" E","0° 13' 50.637"" N",5.746217,Uninhabited Island, , ,MoFMRA
LD1168,Gaafu Dhaalu,Bolimathaidhoo,N,ބޮލިމަތައިދޫ,"73° 7' 34.649"" E","0° 13' 58.865"" N",11.861986,Tourism Island,Tourism, ,MoT
LD0847,Gaafu Dhaalu,Kanandhoo,N,ކަނަންދޫ,"73° 4' 9.975"" E","0° 16' 21.227"" N",30.701144,Uninhabited Island,Agriculture, ,MoFMRA
LD0479,Gaafu Dhaalu,Maadhoo,N,މާދޫ,"73° 4' 31.937"" E","0° 16' 12.754"" N",17.716716,Uninhabited Island, , ,MoFMRA
LD1008,Gaafu Dhaalu,Meragihuttaa,N,މެރަގިހުއްޓާ,"73° 4' 52.341"" E","0° 16' 9.268"" N",6.038213,Uninhabited Island, , ,MoFMRA
LD0690,Gaafu Dhaalu,Dhoonirehaa,N,ދޫނިރެހާ,"73° 5' 2.388"" E","0° 16' 6.621"" N",10.136739,Uninhabited Island, , ,MoFMRA
LD1030,Gaafu Dhaalu,Fenevenehuttaa,N,ފެނެވެނެހުއްޓާ,"73° 5' 15.120"" E","0° 15' 59.296"" N",5.245121,Uninhabited Island, ,Varuva,MoFMRA
LD0111,Gaafu Dhaalu,Raabodaafeheerataa,N,ރާބޮޑާފެހީރަޓާ,"73° 7' 25.646"" E","0° 14' 9.148"" N",1.200257,Uninhabited Island, , ,MoFMRA
LD0773,Gaafu Dhaalu,Dhathaidhuaa,N,ދަތައިދުއާ,"73° 7' 20.684"" E","0° 14' 14.401"" N",3.666561,Uninhabited Island, , ,MoFMRA
LD0870,Gaafu Dhaalu,Kudhehaadhuaa,N,ކުދެހާދުއާ,"73° 7' 17.130"" E","0° 14' 24.828"" N",0.418501,Uninhabited Island, , ,MoFMRA
LD1161,Gaafu Dhaalu,Haadhuaa,N,ހާދުއާ,"73° 7' 19.600"" E","0° 14' 20.968"" N",7.417197,Uninhabited Island, ,Varuva,MoFMRA
LD0561,Gaafu Dhaalu,Bodeinsa,N,ބޮޑެއިންސަ,"73° 7' 11.137"" E","0° 14' 20.001"" N",3.53726,Uninhabited Island, , ,MoFMRA
LD0251,Gaafu Dhaalu,Meehinethiyenehuttaa,N,މީހިނެތިޔެނެހުއްޓާ,"73° 5' 23.106"" E","0° 15' 56.197"" N",6.869628,Uninhabited Island, , , 
LD0896,Gaafu Dhaalu,Aakirahuttaa,N,އާކިރަހުއްޓާ,"73° 5' 32.464"" E","0° 15' 50.577"" N",9.216307,Uninhabited Island, , ,MoFMRA
LD0243,Gaafu Dhaalu,Hiyanigilihuttaa,N,ހިޔަނިގިލިހުއްޓާ,"73° 5' 40.269"" E","0° 15' 44.190"" N",4.846434,Uninhabited Island, , ,MoFMRA
LD0867,Gaafu Dhaalu,Hadahahuttaa,N,ހަޑަހަހުއްޓާ,"73° 5' 46.566"" E","0° 15' 39.278"" N",4.506419,Uninhabited Island, , ,MoFMRA
LD0407,Gaafu Dhaalu,Kurehdhoo,N,ކުރެއްދޫ,"73° 5' 58.538"" E","0° 15' 30.034"" N",14.164559,Uninhabited Island, ,Varuva,MoFMRA
LD0532,Gaafu Dhaalu,Dhiyanigillaa,N,ދިޔަނިގިއްލާ,"73° 6' 3.530"" E","0° 15' 22.234"" N",3.64411,Uninhabited Island, , , 
LD0704,Gaafu Dhaalu,Ekurukerataa,N,އެކުރުކެރަޓާ,"73° 7' 6.683"" E","0° 14' 21.907"" N",0.701977,Uninhabited Island, , , 
LD0336,Gaafu Dhaalu,Maanaidhoo,N,މާނައިދޫ,"73° 7' 4.540"" E","0° 14' 31.589"" N",16.159927,Uninhabited Island, , ,MoFMRA
LD0522,Gaafu Dhaalu,Femunaidhoo,N,ފެމުނައިދޫ,"73° 6' 49.562"" E","0° 14' 39.139"" N",7.977176,Uninhabited Island, , , 
LD0630,Gaafu Dhaalu,Rathafandhoo,N,ރަތަފަންދޫ,"73° 6' 17.050"" E","0° 15' 9.878"" N",40.968734,Residential Island, , , 
LD0393,Gaafu Dhaalu,Dherukerehaa,N,ދެރުކެރެހާ,"73° 6' 29.550"" E","0° 14' 57.315"" N",1.50793,Uninhabited Island, , , 
LD0221,Gaafu Dhaalu,Faahuttaa,N,ފާހުއްޓާ,"73° 6' 35.415"" E","0° 14' 49.441"" N",4.224986,Uninhabited Island, , ,Council
LD0278,Gaafu Dhaalu,Meyragillaa,N,މޭރަގިއްލާ,"73° 6' 43.246"" E","0° 14' 45.573"" N",8.233058,Uninhabited Island, , ,Council
LD1498,Gaafu Dhaalu,Keyhuvadhoo,N,ކޭހުވަދޫ,"73° 1' 32.878"" E","0° 21' 12.695"" N",0.133091,Uninhabited Island, , , 
LD1694,Gaafu Dhaalu, ,N, ,"73° 28' 32.960"" E","0° 18' 34.635"" N",6.016707,Uninhabited Island, , , 
LD1695,Gaafu Dhaalu, ,N, ,"73° 8' 2.280"" E","0° 13' 40.333"" N",0.028964,Uninhabited Island, , , 
LD1696,Gaafu Dhaalu,Huttaa,N,ހުއްޓާ,"73° 3' 24.648"" E","0° 17' 14.631"" N",0.345194,Uninhabited Island, , , 
LD0255,Gaafu Dhaalu,Havoddaa,N,ހަވޮއްޑާ,"73° 5' 42.813"" E","0° 32' 25.208"" N",10.84207,Tourism Island,Tourism,Resort,MoT
LD1435,Gaafu Dhaalu, ,N, ,"73° 2' 38.608"" E","0° 25' 40.362"" N",0.109069,Uninhabited Island, , , 
LD1094,Gaafu Dhaalu,Olhurataa,N,އޮޅުރަޓާ,"73° 1' 29.814"" E","0° 18' 57.999"" N",1.351377,Uninhabited Island, , , 
LD0572,Gaafu Dhaalu,Faresmaathodaa,N,ފަރެސްމާތޮޑާ,"73° 11' 13.887"" E","0° 11' 58.229"" N",48.711192,Residential Island, , , 
LD0023,Gaafu Dhaalu,Hulhuvaarulaa,N,ހުޅުވާރުލާ,"73° 29' 12.586"" E","0° 19' 36.929"" N",26.698648,Uninhabited Island, , ,MoFMRA
LD0664,Gaafu Dhaalu,Golhaallaa,N,ގޮޅާއްލާ,"73° 29' 11.389"" E","0° 19' 15.200"" N",16.37758,Uninhabited Island, , ,MoFMRA
LD0586,Gaafu Dhaalu,Vatavarrehaa,N,ވަޓަވައްރެހާ,"73° 17' 46.225"" E","0° 15' 21.836"" N",15.668226,Tourism Island,Tourism,Resort,MoT
LD1688,Gaafu Dhaalu, ,N, ,"73° 19' 45.601"" E","0° 17' 42.571"" N",0.210511,Uninhabited Island, , , 
LD1689,Gaafu Dhaalu, ,N, ,"73° 20' 35.254"" E","0° 15' 52.820"" N",0.259153,Uninhabited Island, , , 
LD1690,Gaafu Dhaalu, ,N, ,"73° 5' 42.911"" E","0° 30' 0.683"" N",0.049748,Uninhabited Island, , , 
LD1691,Gaafu Dhaalu,Maakirigalla,N, މާކިރިގައްލާ,"73° 2' 23.091"" E","0° 31' 26.541"" N",0.06014,Uninhabited Island, , , 
LD1692,Gaafu Dhaalu, ,N, ,"73° 8' 6.111"" E","0° 18' 15.901"" N",0.123696,Uninhabited Island, , , 
LD1693,Gaafu Dhaalu, ,N, ,"73° 9' 22.215"" E","0° 18' 19.723"" N",0.095363,Uninhabited Island, , , 
LD1497,Gaafu Dhaalu,Dhatemulaidhua,N,ދަޓެމުލައިދުއާ,"73° 1' 36.600"" E","0° 18' 35.567"" N",0.887449,Uninhabited Island, , ,MoFMRA
LD0598,Gaafu Dhaalu,Kannigilla,N,ކަންނިގިއްލާ,"72° 59' 58.029"" E","0° 27' 7.827"" N",5.27051,Uninhabited Island, , ,MoFMRA
LD0557,Gaafu Dhaalu,Madaveli,N,މަޑަވެލި,"72° 59' 56.136"" E","0° 27' 31.746"" N",46.891993,Residential Island, , , 
LD0103,Haa Alifu,Matheerah,N,މަތީރަށް,"72° 49' 8.455"" E","7° 1' 39.239"" N",5.011408,Uninhabited Island, ,Varuva,MoFMRA
LD0129,Haa Alifu,Dhonakulhi,N,ދޮނަކުޅި,"73° 3' 6.397"" E","6° 50' 37.885"" N",33.833024,Uninhabited Island, , , 
LD0227,Haa Alifu,Mulidhoo,N,މުލިދޫ,"73° 0' 40.078"" E","6° 50' 9.919"" N",67.881746,Uninhabited Island,Agriculture, ,MoFMRA
LD0232,Haa Alifu,Vashafaru,N,ވަށަފަރު,"73° 9' 35.105"" E","6° 53' 51.374"" N",35.611409,Residential Island, , , 
LD0246,Haa Alifu,Hoarafushi,N,ހޯރަފުށި,"72° 53' 38.900"" E","6° 58' 57.593"" N",69.022371,Residential Island, , , 
LD0326,Haa Alifu,Innafinolhu,N,އިންނަފިނޮޅު,"72° 48' 39.883"" E","7° 4' 26.002"" N",14.128302,Uninhabited Island, , ,MoECCT
LD0328,Haa Alifu,Gallandhoo,N,ގައްލަންދޫ,"72° 58' 59.713"" E","6° 56' 48.518"" N",11.062963,Uninhabited Island, , ,MoECCT
LD0408,Haa Alifu,Beenaafushi,N,ބީނާފުށި,"73° 8' 11.182"" E","6° 55' 42.012"" N",2.213989,Uninhabited Island, ,Varuva,MoFMRA
LD0433,Haa Alifu,Gaamathikulhudhoo,N,ގާމަތިކުޅުދޫ,"72° 59' 4.096"" E","7° 2' 20.302"" N",11.787789,Tourism Island,Tourism, ,MoT
LD0458,Haa Alifu,Alidhuffarufinolhu,N,އަލިދުއްފަރުފިނޮޅު,"73° 6' 14.438"" E","6° 51' 40.837"" N",2.442713,Tourism Island,Tourism,Resort,MoT
LD0488,Haa Alifu,Uligan,N,އުލިގަން,"72° 55' 35.002"" E","7° 4' 58.525"" N",106.727102,Residential Island, , , 
LD0494,Haa Alifu,Un'gulifinolhu,N,އުނގުލިފިނޮޅު,"72° 54' 3.945"" E","6° 58' 13.926"" N",3.169843,Uninhabited Island, , ,Council
LD0507,Haa Alifu,Utheemu,N,އުތީމު,"73° 6' 45.393"" E","6° 50' 4.759"" N",49.983419,Residential Island, , , 
LD0508,Haa Alifu,Kan'daalifinolhu,N,ކަނޑާލިފިނޮޅު,"73° 7' 49.877"" E","6° 55' 32.515"" N",5.047389,Uninhabited Island, ,Varuva,MoFMRA
LD0528,Haa Alifu,Berinmadhoo,N,ބެރިންމަދޫ,"72° 58' 17.088"" E","7° 2' 50.136"" N",14.002944,Tourism Island,Tourism,Resort,MoT
LD0548,Haa Alifu,Manafaru,N,މަނަފަރު,"72° 56' 23.797"" E","6° 59' 49.402"" N",14.576557,Tourism Island,Tourism,Resort,MoT
LD0563,Haa Alifu,Kelaa,N,ކެލާ,"73° 12' 56.971"" E","6° 57' 11.848"" N",203.365844,Residential Island, , , 
LD0568,Haa Alifu,Dhidhdhoo,Y,ދިއްދޫ,"73° 6' 39.342"" E","6° 53' 17.194"" N",96.542888,Residential Island, , , 
LD0593,Haa Alifu,Van'gaaru,N,ވަނގާރު,"72° 52' 41.747"" E","7° 5' 35.638"" N",20.608302,Tourism Island,Tourism, ,MoT
LD0611,Haa Alifu,Maafahi,N,މާފަހި,"73° 9' 24.528"" E","6° 49' 44.087"" N",100.130198,Uninhabited Island, ,Longterm Leased,MoFMRA
LD0695,Haa Alifu,Maarandhoo,N,މާރަންދޫ,"72° 59' 3.570"" E","6° 51' 8.797"" N",44.588624,Residential Island, , , 
LD0701,Haa Alifu,Muraidhoo,N,މުރައިދޫ,"73° 10' 2.311"" E","6° 50' 16.516"" N",47.503676,Residential Island, , , 
LD0801,Haa Alifu,Govvaafushi,N,ގޮއްވާފުށި,"72° 55' 9.491"" E","7° 0' 45.591"" N",1.656185,Uninhabited Island, , ,MoFMRA
LD0824,Haa Alifu,Maarandhoofarufinolhu,N,މާރަންދޫފަރުފިނޮޅު,"72° 58' 18.969"" E","6° 49' 44.169"" N",0.06688,Uninhabited Island, , , 
LD0862,Haa Alifu,Velifinolhu,N,ވެލިފިނޮޅު,"72° 52' 28.443"" E","6° 59' 38.668"" N",4.209848,Uninhabited Island, , ,MoFMRA
LD0880,Haa Alifu,Medhafushi,N,މެދަފުށި,"72° 56' 5.203"" E","7° 0' 39.166"" N",11.744079,Tourism Island,Tourism,Resort,MoT
LD0901,Haa Alifu,Molhadhoo,N,މޮޅަދޫ,"72° 59' 50.561"" E","7° 0' 49.939"" N",119.087738,Residential Island, , , 
LD0908,Haa Alifu,Ihavandhoo,N,އިހަވަންދޫ,"72° 55' 34.403"" E","6° 57' 10.517"" N",62.575702,Residential Island, , , 
LD0909,Haa Alifu,Madulu,N,މަޑުލު,"72° 57' 11.375"" E","7° 3' 17.476"" N",15.081753,Uninhabited Island,Agriculture, ,MoFMRA
LD0915,Haa Alifu,Thuraakunu,N,ތުރާކުނު,"72° 53' 56.916"" E","7° 6' 15.060"" N",26.204154,Residential Island, , , 
LD0983,Haa Alifu,Maafinolhu,N,މާފިނޮޅު,"72° 51' 44.802"" E","7° 0' 7.992"" N",15.342167,Tourism Island,Tourism,Resort,MoT
LD0984,Haa Alifu,Thakandhoo,N,ތަކަންދޫ,"72° 59' 44.249"" E","6° 50' 39.229"" N",41.343205,Residential Island, , , 
LD0987,Haa Alifu,Baarah,N,ބާރަށް,"73° 12' 30.177"" E","6° 48' 59.981"" N",249.955159,Residential Island, , , 
LD0993,Haa Alifu,Filladhoo,N,ފިއްލަދޫ,"73° 13' 44.659"" E","6° 53' 35.252"" N",266.042832,Residential Island, , , 
LD1033,Haa Alifu,Alidhoo,N,އަލިދޫ,"73° 9' 8.265"" E","6° 50' 56.488"" N",14.84319,Tourism Island,Tourism, ,MoT
LD1037,Haa Alifu,Dhapparuhuraa,N,ދައްޕަރުހުރާ,"73° 12' 40.769"" E","6° 54' 54.825"" N",0.06269,Uninhabited Island, , ,Atoll Council
LD1097,Haa Alifu,Huvahandhoo,N,ހުވަހަންދޫ,"72° 54' 19.110"" E","6° 57' 34.818"" N",45.39337,Uninhabited Island, , ,Atoll Council
LD1132,Haa Alifu,Umuraifinolhu,N,އުމުރަތްފިނޮޅު,"72° 51' 4.654"" E","7° 0' 34.202"" N",0.486371,Uninhabited Island, , ,Atoll Council
LD1155,Haa Alifu,Naridhoo,N,ނަރިދޫ,"73° 7' 36.345"" E","6° 53' 41.989"" N",14.212611,Tourism Island,Tourism, ,MoT
LD1189,Haa Alifu,Hathifushi,N,ހަތިފުށި,"72° 49' 50.688"" E","7° 1' 12.265"" N",5.008324,Uninhabited Island, , , 
LD1459,Haa Alifu,Dhigufaruhuraa,N, ދިގުފަރުހުރާ,"72° 58' 12.333"" E","6° 55' 31.922"" N",0.363655,Uninhabited Island, , ,MoFMRA
LD1509,Haa Alifu, ,N, ,"72° 53' 43.066"" E","6° 58' 20.952"" N",14.884309,Uninhabited Island, , , 
LD1192,Haa Dhaalu,Hon'daafushi,N,ހޮނޑާފުށި,"73° 7' 19.890"" E","6° 46' 43.405"" N",61.545473,Tourism Island,Tourism,Resort,MoT
LD0959,Haa Dhaalu,Hon'daidhoo,N,ހޮނޑައިދޫ,"73° 5' 15.259"" E","6° 46' 11.216"" N",18.039801,Uninhabited Island,Tourism,Mixed Usage,MoFMRA
LD1018,Haa Dhaalu,Faridhoo,N,ފަރިދޫ,"73° 3' 14.494"" E","6° 47' 5.853"" N",26.466145,Uninhabited Island, , , 
LD0441,Haa Dhaalu,Finey,N,ފިނޭ,"73° 3' 12.202"" E","6° 44' 45.389"" N",117.528869,Residential Island, , , 
LD0303,Haa Dhaalu,Theefaridhoo,N,ތީފަރިދޫ,"73° 2' 0.174"" E","6° 44' 24.677"" N",56.359366,Industrial Island, ,Longterm Leased,MoFMRA
LD0710,Haa Dhaalu,Naivaadhoo,N,ނައިވާދޫ,"72° 56' 5.541"" E","6° 44' 49.050"" N",30.9304,Residential Island, , , 
LD0017,Haa Dhaalu,Veligan'du,N,ވެލިގަނޑު,"72° 56' 17.660"" E","6° 45' 15.333"" N",0.286867,Uninhabited Island, , ,Council
LD0130,Haa Dhaalu,Ruffushi,N,ރުއްފުށި,"72° 56' 20.274"" E","6° 45' 32.432"" N",0.59169,Uninhabited Island, , ,Council
LD0858,Haa Dhaalu,Kanamana,N,ކަނަމަނަ,"72° 53' 57.905"" E","6° 42' 18.953"" N",2.798506,Uninhabited Island, , ,MoFMRA
LD0489,Haa Dhaalu,Kudafarufasgandu,N,ކުޑަފަރުފަސްގަނޑު,"72° 55' 30.141"" E","6° 42' 42.795"" N",0.033,Tourism Island,Tourism,Resort,MoT
LD1126,Haa Dhaalu,Hirinaidhoo,N,ހިރިނައިދޫ,"72° 56' 53.744"" E","6° 42' 5.948"" N",6.400555,Uninhabited Island, , ,MoFMRA
LD0698,Haa Dhaalu,Nellaidhoo,N,ނެއްލައިދޫ,"72° 56' 49.121"" E","6° 42' 53.563"" N",32.412109,Residential Island, , , 
LD0199,Haa Dhaalu,Hirimaradhoo,N,ހިރިމަރަދޫ,"73° 1' 27.181"" E","6° 43' 29.384"" N",46.602385,Residential Island, , , 
LD1040,Haa Dhaalu,Kun'burudhoo,N,ކުނބުރުދޫ,"73° 1' 38.732"" E","6° 39' 29.793"" N",50.444248,Uninhabited Island, , , 
LD0852,Haa Dhaalu,Kurin'bi,N,ކުރިނބި,"72° 59' 47.893"" E","6° 39' 55.982"" N",40.992754,Residential Island, , , 
LD1196,Haa Dhaalu,Muiri,N,މުއިރި,"72° 56' 10.560"" E","6° 39' 29.096"" N",49.025597,Tourism Island,Tourism, ,MoT
LD0369,Haa Dhaalu,Naagoashi,N,ނާގޯށި,"72° 54' 11.632"" E","6° 40' 12.316"" N",73.666643,Tourism Island,Tourism,Resort,MoT
LD1207,Haa Dhaalu, ,N, ,"72° 55' 5.433"" E","6° 38' 55.082"" N",0.076685,Uninhabited Island, , , 
LD0346,Haa Dhaalu,Kudamuraidhoo,N,ކުޑަމުރައިދޫ,"72° 55' 11.554"" E","6° 38' 33.974"" N",30.593021,Tourism Island,Tourism, ,MoT
LD0969,Haa Dhaalu,Keylakunu,N,ކޭލަކުނު,"73° 0' 32.819"" E","6° 36' 10.104"" N",90.781959,Uninhabited Island, , ,MoECCT
LD0541,Haa Dhaalu,Kumundhoo,N,ކުމުންދޫ,"73° 3' 7.279"" E","6° 34' 17.939"" N",190.453373,Residential Island, , , 
LD0370,Haa Dhaalu,Kattalafushi,N,ކައްޓަލަފުށި,"72° 58' 58.871"" E","6° 33' 59.344"" N",3.310857,Uninhabited Island, , ,MoFMRA
LD0686,Haa Dhaalu,Neykurendhoo,N,ނޭކުރެންދޫ,"72° 58' 47.220"" E","6° 32' 34.960"" N",171.698005,Residential Island, , , 
LD0406,Haa Dhaalu,Vaikaradhoo,N,ވައިކަރަދޫ,"72° 57' 11.234"" E","6° 32' 59.279"" N",107.450662,Residential Island, , , 
LD1138,Haa Dhaalu,Vaikaramuraidhoo,N,ވައިކަރަމުރައިދޫ,"72° 53' 48.289"" E","6° 32' 27.479"" N",68.481153,Uninhabited Island,Tourism,Resort,MoFMRA
LD0708,Haa Dhaalu,Maavaidhoo,N,މާވައިދޫ,"73° 3' 14.244"" E","6° 30' 55.614"" N",41.98341,Uninhabited Island, , , 
LD0699,Haa Dhaalu,Makunudhoo,N,މަކުނުދޫ,"72° 42' 18.317"" E","6° 24' 33.786"" N",80.716405,Residential Island, , , 
LD0882,Haa Dhaalu,Fenboahuraa,N,ފެންބޯހުރާ,"72° 41' 41.039"" E","6° 23' 47.100"" N",7.232664,Uninhabited Island, , ,Council
LD0047,Haa Dhaalu,Innafushi,N,އިންނަފުށި,"72° 38' 43.437"" E","6° 24' 32.420"" N",2.282403,Uninhabited Island, , ,MoECCT
LD0663,Haa Dhaalu,Dhipparufushi,N,ދިއްޕަރުފުށި,"72° 38' 26.319"" E","6° 19' 8.570"" N",5.033061,Tourism Island,Tourism,Resort,MoT
LD0048,Haa Dhaalu,Kulhudhuffushi,Y,ކުޅުދުއްފުށި,"73° 4' 8.002"" E","6° 37' 23.613"" N",252.112262,Residential Island, , , 
LD0658,Haa Dhaalu,Nolhivaran,N,ނޮޅިވަރަން,"73° 4' 56.546"" E","6° 39' 44.683"" N",206.27283,Residential Island, , , 
LD0416,Haa Dhaalu,Nolhivaranfaru,N,ނޮޅިވަރަންފަރު,"73° 7' 6.716"" E","6° 41' 43.036"" N",173.732704,Residential Island, , , 
LD0487,Haa Dhaalu,Kuredhigan'du,N,ކުރެދިގަނޑު,"73° 6' 18.382"" E","6° 40' 42.666"" N",0.039778,Uninhabited Island, , ,Council
LD0235,Haa Dhaalu,Hanimaadhoo,N,ހަނިމާދޫ,"73° 10' 10.768"" E","6° 45' 14.115"" N",304.395856,Residential Island, , , 
LD1510,Haa Dhaalu, ,N, ,"73° 6' 49.769"" E","6° 41' 58.710"" N",0.663954,Uninhabited Island, , , 
LD0031,Laamu,Kalhaidhoo,N,ކަޅައިދޫ,"73° 32' 11.820"" E","1° 59' 18.114"" N",28.002191,Uninhabited Island, , ,MoFMRA
LD0060,Laamu,Burrahaa,N,ބުއްރަހާ,"73° 16' 41.104"" E","1° 49' 36.617"" N",2.58442,Uninhabited Island, , ,MoFMRA
LD0065,Laamu,Bodufenrahaa,N,ބޮޑުފެންރަހާ,"73° 16' 16.539"" E","1° 49' 37.678"" N",3.413851,Uninhabited Island, , ,Atoll Council
LD0067,Laamu,Aarahaa,N,އާރަހާ,"73° 16' 28.933"" E","1° 49' 42.807"" N",0.213044,Uninhabited Island, , ,Atoll Council
LD0094,Laamu,Olhutholhu,N,އޮޅުތޮޅު,"73° 21' 7.404"" E","1° 47' 16.975"" N",7.829763,Uninhabited Island, , ,Council
LD0102,Laamu,Mundoo,N,މުންޑޫ,"73° 32' 2.030"" E","2° 0' 42.652"" N",24.176301,Residential Island, , , 
LD0152,Laamu,Gan,N,ގަން,"73° 32' 27.303"" E","1° 54' 51.322"" N",608.668247,Residential Island, , , 
LD0192,Laamu,Gasgan'dufinolhu,N,ގަސްގަނޑުފިނޮޅު,"73° 32' 24.458"" E","1° 57' 8.556"" N",3.992951, , , ,MoT
LD0223,Laamu,Bodumungnafushi,N,ބޮޑުމުންޏަފުށި,"73° 18' 31.445"" E","1° 59' 19.896"" N",3.136495, , , ,MoT
LD0244,Laamu,Holhurahaa,N,ހޮޅުރަހާ,"73° 32' 20.476"" E","2° 4' 6.654"" N",2.497239, , , ,MoT
LD0261,Laamu,Gaadhoo,N,ގާދޫ,"73° 27' 6.193"" E","1° 49' 16.012"" N",72.209414,Industrial Island,Agriculture, ,MoFMRA
LD0265,Laamu,Hithadhoo,N,ހިތަދޫ,"73° 23' 17.732"" E","1° 47' 48.584"" N",105.289815,Residential Island, , , 
LD0308,Laamu,Thun'buri,N,ތުނބުރި,"73° 32' 24.972"" E","2° 4' 29.534"" N",18.632685, , , ,MoFMRA
LD0323,Laamu,Kunahandhoo,N,ކުނަހަންދޫ,"73° 22' 5.546"" E","1° 47' 0.241"" N",92.2612,Residential Island, , , 
LD0371,Laamu,Kashidhoo,N,ކަށިދޫ,"73° 15' 13.235"" E","1° 55' 9.909"" N",3.107012,Tourism Island, , ,MoT
LD0414,Laamu,Kudarah,N,ކުޑަރަށް,"73° 32' 11.252"" E","2° 3' 54.390"" N",2.299716,Uninhabited Island, , ,MoFMRA
LD0484,Laamu,Maamendhoo,N,މާމެންދޫ,"73° 23' 22.984"" E","1° 49' 4.383"" N",22.36208,Residential Island, , , 
LD0538,Laamu,Hulhimendhoo,N,ހުޅިމެންދޫ,"73° 23' 39.398"" E","1° 49' 22.847"" N",8.568873,Uninhabited Island, ,under STO,MoFMRA
LD1038,Laamu,Fonadhoo,Y,ފޮނަދޫ,"73° 30' 0.244"" E","1° 50' 3.633"" N",171.614648,Residential Island, , , 
LD0832,Laamu,Maandhoo,N,މާންދޫ,"73° 31' 35.628"" E","1° 52' 28.489"" N",100.646585,Industrial Island,Fisheries and Agricultue,Mixed Usage,MoFMRA
LD0309,Laamu,Kadhdhoo,N,ކައްދޫ,"73° 31' 16.580"" E","1° 51' 41.331"" N",115.336941,Institutional Island,National Security, ,MoD
LD0599,Laamu,Bodumahigulhi,N,ބޮޑުމަހިގުޅި,"73° 19' 34.636"" E","1° 47' 13.089"" N",1.111787,Uninhabited Island, , ,Atoll Council
LD0628,Laamu,Vadinolhu,N,ވަޑިނޮޅު,"73° 21' 31.899"" E","2° 1' 3.416"" N",7.698024,Tourism Island,Tourism, ,MoT
LD0671,Laamu,Hulhiyandhoo,N,ހުޅިޔަންދޫ,"73° 32' 30.165"" E","2° 4' 51.022"" N",20.802917,Uninhabited Island, , ,Council
LD0994,Laamu,Baresdhoo,N,ބަރެސްދޫ,"73° 32' 23.840"" E","1° 58' 4.197"" N",73.832891,Tourism Island,Tourism,Resort,MoT
LD0720,Laamu,Fonagaadhoo,N,ފޮނަގާދޫ,"73° 32' 32.916"" E","2° 6' 55.065"" N",8.183331,Uninhabited Island, , ,MoFMRA
LD0825,Laamu,Enberahaa,N,އެންބެރަހާ,"73° 15' 27.156"" E","1° 50' 30.598"" N",0.37783,Uninhabited Island, ,Varuva,MoFMRA
LD1191,Laamu,Hulhisdhoo,N,ހުޅިސްދޫ,"73° 23' 15.589"" E","1° 47' 6.751"" N",1.390029,Uninhabited Island, , ,Council
LD1428,Laamu, ,N, ,"73° 32' 19.067"" E","2° 5' 45.445"" N",0.158523,Uninhabited Island, , , 
LD1430,Laamu, ,N, ,"73° 32' 34.135"" E","2° 6' 15.375"" N",0.307049,Uninhabited Island, , , 
LD1431,Laamu, ,N, ,"73° 32' 23.708"" E","2° 6' 24.156"" N",2.48495,Uninhabited Island, , , 
LD0938,Laamu,Maavah,N,މާވަށް,"73° 14' 35.445"" E","1° 53' 7.783"" N",39.891946,Residential Island, , , 
